ID,AUTHORS,PUBLICATION.YEAR,TraitNum,Trait.Name,Trait.Category.New,Trait.Source,Trait.Source.Info,Trait.Rationale,Rationale.Description,Notes,NOT A TRAIT?,
381,"Cornwell, William K.; Westoby, Mark; Falster, Daniel S.; FitzJohn, Richard G.; O'Meara, Brian C.; Pennell, Matthew W.; McGlinn, Daniel J.; Eastman, Jonathan M.; Moles, Angela T.; Reich, Peter B.; Tank, David C.; Wright, Ian J.; Aarssen, Lonnie; Beaulieu, Jeremy M.; Kooyman, Robert M.; Leishman, Michelle R.; Miller, Eliot T.; Niinemets, Ulo; Oleksyn, Jacek; Ordonez, Alejandro; Royer, Dana L.; Smith, Stephen A.; Stevens, Peter F.; Warman, Laura; Wilf, Peter; Zanne, Amy E. (aezanne@gmail.com)",2014,381.04,leaf size,growth allocation,1,NA,none,NA,,,
381,"Cornwell, William K.; Westoby, Mark; Falster, Daniel S.; FitzJohn, Richard G.; O'Meara, Brian C.; Pennell, Matthew W.; McGlinn, Daniel J.; Eastman, Jonathan M.; Moles, Angela T.; Reich, Peter B.; Tank, David C.; Wright, Ian J.; Aarssen, Lonnie; Beaulieu, Jeremy M.; Kooyman, Robert M.; Leishman, Michelle R.; Miller, Eliot T.; Niinemets, Ulo; Oleksyn, Jacek; Ordonez, Alejandro; Royer, Dana L.; Smith, Stephen A.; Stevens, Peter F.; Warman, Laura; Wilf, Peter; Zanne, Amy E. (aezanne@gmail.com)",2014,381.05,max adult height,growth allocation,1,NA,none,NA,,,
383,"Costanzo, Ambrogio; Barberi, Paolo (barberi@sssup.it)",2014,383.04,abiotic stress tolerance,environmental tolerance,2,"Scopuså¨, Science Directå¨, and ISI Web of Scienceå¨ databases",none,NA,,,
383,"Costanzo, Ambrogio; Barberi, Paolo (barberi@sssup.it)",2014,383.05,disease and pest reduction,environmental tolerance,2,"Scopuså¨, Science Directå¨, and ISI Web of Scienceå¨ databases",none,NA,,,
383,"Costanzo, Ambrogio; Barberi, Paolo (barberi@sssup.it)",2014,383.02,weed reduction,growth allocation,2,"Scopuså¨, Science Directå¨, and ISI Web of Scienceå¨ databases",none,NA,,,
383,"Costanzo, Ambrogio; Barberi, Paolo (barberi@sssup.it)",2014,383.03,N use efficiency,growth allocation,2,"Scopuså¨, Science Directå¨, and ISI Web of Scienceå¨ databases",none,NA,,,
383,"Costanzo, Ambrogio; Barberi, Paolo (barberi@sssup.it)",2014,383.01,seed mass,reproduction,2,"Scopuså¨, Science Directå¨, and ISI Web of Scienceå¨ databases",none,NA,,,
385,"D'agata, Stephanie (stephanie.dagata@gmail.com) ; Mouillot, David; Kulbicki, Michel; Andrefouet, Serge; Bellwood, David R.; Cinner, Joshua E.; Cowman, Peter F.; Kronen, Mecki; Pinca, Silvia; Vigliola, Laurent",2014,385.04,home range,biogeography,1,NA,specific,related to susceptibility to predation,,,
385,"D'agata, Stephanie (stephanie.dagata@gmail.com) ; Mouillot, David; Kulbicki, Michel; Andrefouet, Serge; Bellwood, David R.; Cinner, Joshua E.; Cowman, Peter F.; Kronen, Mecki; Pinca, Silvia; Vigliola, Laurent",2014,385.02,max size,body size,1,NA,specific,"related to diet composition, and susceptibility to predation",,,
385,"D'agata, Stephanie (stephanie.dagata@gmail.com) ; Mouillot, David; Kulbicki, Michel; Andrefouet, Serge; Bellwood, David R.; Cinner, Joshua E.; Cowman, Peter F.; Kronen, Mecki; Pinca, Silvia; Vigliola, Laurent",2014,385.01,yield and yield stability,environmental tolerance,1,NA,specific,"related to metabolic rate, home range, ingestion, production, and secondary production",,,
385,"D'agata, Stephanie (stephanie.dagata@gmail.com) ; Mouillot, David; Kulbicki, Michel; Andrefouet, Serge; Bellwood, David R.; Cinner, Joshua E.; Cowman, Peter F.; Kronen, Mecki; Pinca, Silvia; Vigliola, Laurent",2014,385.05,position over the reef,habitat,1,NA,specific,related to susceptibility to predation,,,
385,"D'agata, Stephanie (stephanie.dagata@gmail.com) ; Mouillot, David; Kulbicki, Michel; Andrefouet, Serge; Bellwood, David R.; Cinner, Joshua E.; Cowman, Peter F.; Kronen, Mecki; Pinca, Silvia; Vigliola, Laurent",2014,385.03,diet,resource use,1,NA,specific,"related to feeding type, foraging method, responce to predation risk or prey defense",,,
385,"D'agata, Stephanie (stephanie.dagata@gmail.com) ; Mouillot, David; Kulbicki, Michel; Andrefouet, Serge; Bellwood, David R.; Cinner, Joshua E.; Cowman, Peter F.; Kronen, Mecki; Pinca, Silvia; Vigliola, Laurent",2014,385.06,activity,temporal partitioning,1,NA,specific,"related to feeding type, and foraging method",,,
386,"Dahlsjoe, Cecilia A. L. (cecilia.dahlsjo@ouce.ox.ac.uk) ; Parr, Catherine L.; Malhi, Yadvinder; Rahman, Homathevi; Meir, Patrick; Jones, David T.; Eggleton, Paul",2014,386.01,gregariousness,resource use,3,"(Donovan et al. 2001), (Inward et al. 2007)",general,,,,
390,"Diaz, M. R. (mdiaz@rsmas.miami.edu) ; Van Norstrand, J. D.; Eberli, G. P.; Piggot, A. M.; Zhou, J.; Klaus, J. S.",2014,390.01,feeding mode,resource use,1,NA,none,,,,
408,"Farias, Ariel A. (afarias@bio.puc.cl) ; Svensson, Gabriella L.",2014,408.01,substrate,resource use,3,cf. Luck et al. 2012,general,associated with trophic habits and energetic requirements,,,
408,"Farias, Ariel A. (afarias@bio.puc.cl) ; Svensson, Gabriella L.",2014,408.02,diet composition,resource use,3,cf. Luck et al. 2013,general,associated with trophic habits and energetic requirements,,,
408,"Farias, Ariel A. (afarias@bio.puc.cl) ; Svensson, Gabriella L.",2014,408.04,habitat use,resource use,3,cf. Luck et al. 2015,general,associated with trophic habits and energetic requirements,,,
408,"Farias, Ariel A. (afarias@bio.puc.cl) ; Svensson, Gabriella L.",2014,408.05,activity pattern,temporal partitioning,3,cf. Luck et al. 2016,general,associated with trophic habits and energetic requirements,,,
408,"Farias, Ariel A. (afarias@bio.puc.cl) ; Svensson, Gabriella L.",2014,402.03,genes associated with acetogenesis,unclassified,3,cf. Luck et al. 2014,general,associated with trophic habits and energetic requirements,,,not a valid trait
412,"Filip, Joanna; Bauer, Barbara; Hillebrand, Helmut; Beniermann, Anna; Gaedke, Ursula; Moorthi, Stefanie D. (stefanie.moorthi@uni-oldenburg.de)",2014,412.01,body size,body size,1,NA,general,important for multitrophic diversity effects than consumer specialization,,,
412,"Filip, Joanna; Bauer, Barbara; Hillebrand, Helmut; Beniermann, Anna; Gaedke, Ursula; Moorthi, Stefanie D. (stefanie.moorthi@uni-oldenburg.de)",2014,412.02,growth form,unclassified,1,NA,general,important for multitrophic diversity effects than consumer specialization,,,
416,"Fontana, Veronika (Veronika.Fontana@student.uibk.ac.at) ; Radtke, Anna (Anna.Radtke@natec.unibz.it) ; Walde, Janette (Janette.Walde@uibk.ac.at) ; Tasser, Erich (erich.tasser@eurac.edu) ; Wilhalm, Thomas (Thomas.Wilhalm@naturmuseum.it) ; Zerbe, Stefan (Stefan.Zerbe@unibz.it) ; Tappeiner, Ulrike (Ulrike.Tappeiner@uibk.ac.at)",2014,416.05,mowing tolerance,environmental tolerance,1,NA,general,screen the ongoing structural changes in plant species composition in the investigated management types,,,
416,"Fontana, Veronika (Veronika.Fontana@student.uibk.ac.at) ; Radtke, Anna (Anna.Radtke@natec.unibz.it) ; Walde, Janette (Janette.Walde@uibk.ac.at) ; Tasser, Erich (erich.tasser@eurac.edu) ; Wilhalm, Thomas (Thomas.Wilhalm@naturmuseum.it) ; Zerbe, Stefan (Stefan.Zerbe@unibz.it) ; Tappeiner, Ulrike (Ulrike.Tappeiner@uibk.ac.at)",2014,416.05,edible or healing effect,environmental tolerance,1,NA,general,chosen for relevance for ecosystem service provision,,,
416,"Fontana, Veronika (Veronika.Fontana@student.uibk.ac.at) ; Radtke, Anna (Anna.Radtke@natec.unibz.it) ; Walde, Janette (Janette.Walde@uibk.ac.at) ; Tasser, Erich (erich.tasser@eurac.edu) ; Wilhalm, Thomas (Thomas.Wilhalm@naturmuseum.it) ; Zerbe, Stefan (Stefan.Zerbe@unibz.it) ; Tappeiner, Ulrike (Ulrike.Tappeiner@uibk.ac.at)",2014,416.07,flower color,reproduction,1,NA,specific,influence polination capacity of ecosystem,,,
416,"Fontana, Veronika (Veronika.Fontana@student.uibk.ac.at) ; Radtke, Anna (Anna.Radtke@natec.unibz.it) ; Walde, Janette (Janette.Walde@uibk.ac.at) ; Tasser, Erich (erich.tasser@eurac.edu) ; Wilhalm, Thomas (Thomas.Wilhalm@naturmuseum.it) ; Zerbe, Stefan (Stefan.Zerbe@unibz.it) ; Tappeiner, Ulrike (Ulrike.Tappeiner@uibk.ac.at)",2014,416.01,feeding mode,resource use,1,NA,general,screen the ongoing structural changes in plant species composition in the investigated management types,,,
416,"Fontana, Veronika (Veronika.Fontana@student.uibk.ac.at) ; Radtke, Anna (Anna.Radtke@natec.unibz.it) ; Walde, Janette (Janette.Walde@uibk.ac.at) ; Tasser, Erich (erich.tasser@eurac.edu) ; Wilhalm, Thomas (Thomas.Wilhalm@naturmuseum.it) ; Zerbe, Stefan (Stefan.Zerbe@unibz.it) ; Tappeiner, Ulrike (Ulrike.Tappeiner@uibk.ac.at)",2014,416.04,dominace in situ,resource use,1,NA,general,screen the ongoing structural changes in plant species composition in the investigated management types,,,
416,"Fontana, Veronika (Veronika.Fontana@student.uibk.ac.at) ; Radtke, Anna (Anna.Radtke@natec.unibz.it) ; Walde, Janette (Janette.Walde@uibk.ac.at) ; Tasser, Erich (erich.tasser@eurac.edu) ; Wilhalm, Thomas (Thomas.Wilhalm@naturmuseum.it) ; Zerbe, Stefan (Stefan.Zerbe@unibz.it) ; Tappeiner, Ulrike (Ulrike.Tappeiner@uibk.ac.at)",2014,416.02,growth form,unclassified,1,NA,general,screen the ongoing structural changes in plant species composition in the investigated management types,,,
416,"Fontana, Veronika (Veronika.Fontana@student.uibk.ac.at) ; Radtke, Anna (Anna.Radtke@natec.unibz.it) ; Walde, Janette (Janette.Walde@uibk.ac.at) ; Tasser, Erich (erich.tasser@eurac.edu) ; Wilhalm, Thomas (Thomas.Wilhalm@naturmuseum.it) ; Zerbe, Stefan (Stefan.Zerbe@unibz.it) ; Tappeiner, Ulrike (Ulrike.Tappeiner@uibk.ac.at)",2014,416.03,life strategy,unclassified,1,NA,general,screen the ongoing structural changes in plant species composition in the investigated management types,,,
416,"Fontana, Veronika (Veronika.Fontana@student.uibk.ac.at) ; Radtke, Anna (Anna.Radtke@natec.unibz.it) ; Walde, Janette (Janette.Walde@uibk.ac.at) ; Tasser, Erich (erich.tasser@eurac.edu) ; Wilhalm, Thomas (Thomas.Wilhalm@naturmuseum.it) ; Zerbe, Stefan (Stefan.Zerbe@unibz.it) ; Tappeiner, Ulrike (Ulrike.Tappeiner@uibk.ac.at)",2014,416.06,red list species,unclassified,1,NA,general,chosen for relevance for ecosystem service provision,,,
418,"Forrestel, Elisabeth J. (elisabeth.forrestel@yale.edu) ; Donoghue, Michael J.; Smith, Melinda D.",2014,418.02,max height,body size,1,NA,general,related to rapid post-fire regeneration,,,
418,"Forrestel, Elisabeth J. (elisabeth.forrestel@yale.edu) ; Donoghue, Michael J.; Smith, Melinda D.",2014,418.06,leaf dry matter content,body size,1,NA,general,related to rapid post-fire regeneration,,,
418,"Forrestel, Elisabeth J. (elisabeth.forrestel@yale.edu) ; Donoghue, Michael J.; Smith, Melinda D.",2014,418.03,growth habit,growth allocation,1,NA,general,related to rapid post-fire regeneration,,,
418,"Forrestel, Elisabeth J. (elisabeth.forrestel@yale.edu) ; Donoghue, Michael J.; Smith, Melinda D.",2014,418.05,specific leaf area,growth allocation,1,NA,general,related to rapid post-fire regeneration,,,
418,"Forrestel, Elisabeth J. (elisabeth.forrestel@yale.edu) ; Donoghue, Michael J.; Smith, Melinda D.",2014,418.1,leaf %N,growth allocation,1,NA,general,related to rapid post-fire regeneration,,,
418,"Forrestel, Elisabeth J. (elisabeth.forrestel@yale.edu) ; Donoghue, Michael J.; Smith, Melinda D.",2014,418.11,leaf %C,growth allocation,1,NA,general,related to rapid post-fire regeneration,,,
418,"Forrestel, Elisabeth J. (elisabeth.forrestel@yale.edu) ; Donoghue, Michael J.; Smith, Melinda D.",2014,418.04,photosynthetic pathway,metabolism,1,NA,general,related to rapid post-fire regeneration,,,
418,"Forrestel, Elisabeth J. (elisabeth.forrestel@yale.edu) ; Donoghue, Michael J.; Smith, Melinda D.",2014,418.01,pollen vector,reproduction,1,NA,general,related to rapid post-fire regeneration,,,
418,"Forrestel, Elisabeth J. (elisabeth.forrestel@yale.edu) ; Donoghue, Michael J.; Smith, Melinda D.",2014,418.07,stomatal pore length,resource use,1,NA,general,related to rapid post-fire regeneration,,,
418,"Forrestel, Elisabeth J. (elisabeth.forrestel@yale.edu) ; Donoghue, Michael J.; Smith, Melinda D.",2014,418.08,stomata density,resource use,1,NA,general,related to rapid post-fire regeneration,,,
418,"Forrestel, Elisabeth J. (elisabeth.forrestel@yale.edu) ; Donoghue, Michael J.; Smith, Melinda D.",2014,418.09,stomatal pore index,resource use,1,NA,general,related to rapid post-fire regeneration,,,
418,"Forrestel, Elisabeth J. (elisabeth.forrestel@yale.edu) ; Donoghue, Michael J.; Smith, Melinda D.",2014,418.12,C:N ratio,resource use,1,NA,general,related to rapid post-fire regeneration,,,
419,"Frainer, Andre (andre.frainer@emg.umu.se) ; McKie, Brendan G.; Malmqvist, Bjorn",2014,419.03,biomass,body size,1,NA,specific,relates to differences in phenology among the distinct species and reflects energy requirments and allocation across seasons,,,
419,"Frainer, Andre (andre.frainer@emg.umu.se) ; McKie, Brendan G.; Malmqvist, Bjorn",2014,419.04,emergence period,development,1,NA,specific,dictate the conditions under which they operate most efficiently,,,
419,"Frainer, Andre (andre.frainer@emg.umu.se) ; McKie, Brendan G.; Malmqvist, Bjorn",2014,419.01,leaf 13C,resource use,1,NA,specific,characterizes the breadth of feeding mode for each species,,,
419,"Frainer, Andre (andre.frainer@emg.umu.se) ; McKie, Brendan G.; Malmqvist, Bjorn",2014,419.02,feeding strategy,resource use,1,NA,specific,correlates with the metabolic needs of the individual,,,
419,"Frainer, Andre (andre.frainer@emg.umu.se) ; McKie, Brendan G.; Malmqvist, Bjorn",2014,419.05,substrate,resource use,1,NA,specific,dictate the conditions under which they operate most efficiently,,,
420,"Freixa, Anna (anna.freixa@udg.edu) ; Romani, Anna M.",2014,420.02,bacterial density and viability,growth allocation,1,NA,none,NA,,,
420,"Freixa, Anna (anna.freixa@udg.edu) ; Romani, Anna M.",2014,420.04,organic matter content,growth allocation,1,NA,none,NA,,,
420,"Freixa, Anna (anna.freixa@udg.edu) ; Romani, Anna M.",2014,420.01,current velocity preference,habitat,1,NA,none,NA,,,
420,"Freixa, Anna (anna.freixa@udg.edu) ; Romani, Anna M.",2014,420.03,polysaccharide content in EPS,resource use,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.02,floating leaf,body size,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.04,tuber,body size,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.15,shoot height,body size,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.16,stem dry mass content,body size,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.03,perennial,growth allocation,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.07,specific leaf area,growth allocation,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.08,leaf C:N ratio,growth allocation,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.1,leaf C content,growth allocation,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.11,leaf dry mass content,growth allocation,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.12,lamina thickness,growth allocation,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.13,root depth,growth allocation,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.14,ramet size,growth allocation,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.01,respiratory activity,metabolism,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.05,flowering date,reproduction,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.06,flowering period,reproduction,1,NA,none,NA,,,
421,"Fu, Hui; Zhong, Jiayou (jiayou@jxsl.gov.cn) ; Yuan, Guixiang; Ni, Leyi; Xie, Ping; Cao, Te (caote@ihb.ac.cn)",2014,421.09,N content,resource use,1,NA,none,NA,,,
